Province,Centre,Zone,Neighbourhood,Dwelling Type ,Bachelor ,1 Bedroom,2 Bedroom,3 Bedroom +,Total ,Year
N.S.,Halifax,Mainland North,Fairmount,Apt & Other,,718.0,,,,2018
N.S.,Halifax,Mainland North,Fairview,Row,,,1252.0,,1252.0,2018
N.S.,Halifax,Mainland North,Fairview,Apt & Other,,874.0,1234.0,1351.0,1138.0,2018
N.S.,Halifax,Mainland North,Clayton Park/Rockingham,Row,,,,1464.0,1311.0,2018
N.S.,Halifax,Mainland North,Clayton Park/Rockingham,Apt & Other,751.0,855.0,1066.0,1320.0,1026.0,2018
N.S.,Halifax,Mainland North,Bedford South,Row,,,,,,2018
N.S.,Halifax,Mainland North,Bedford South,Apt & Other,,996.0,1323.0,1506.0,1259.0,2018
N.S.,Halifax,Dartmouth North,Wyse Road,Row,,,,,,2018
N.S.,Halifax,Dartmouth North,Wyse Road,Apt & Other,645.0,770.0,896.0,,839.0,2018
N.S.,Halifax,Dartmouth North,Albro Lake/Lake Banook,Row,,,,,,2018
N.S.,Halifax,Dartmouth North,Albro Lake/Lake Banook,Apt & Other,674.0,860.0,1078.0,1230.0,998.0,2018
N.S.,Halifax,Dartmouth North,Burnside/Tufts Cove,Row,,,,952.0,795.0,2018
N.S.,Halifax,Dartmouth North,Burnside/Tufts Cove,Apt & Other,600.0,679.0,845.0,,758.0,2018
N.S.,Halifax,Dartmouth South,Downtown Dartmouth,Row,,,,,,2018
N.S.,Halifax,Dartmouth South,Downtown Dartmouth,Apt & Other,586.0,758.0,818.0,917.0,804.0,2018
N.S.,Halifax,Dartmouth South,Woodside/Eastern Passage,Row,,,,,,2018
N.S.,Halifax,Dartmouth South,Woodside/Eastern Passage,Apt & Other,843.0,959.0,1425.0,,1266.0,2018
N.S.,Halifax,Dartmouth East,Portland Estates/Morris Lake,Row,,,,,,2018
N.S.,Halifax,Dartmouth East,Portland Estates/Morris Lake,Apt & Other,,1103.0,1506.0,,1428.0,2018
N.S.,Halifax,Dartmouth East,Woodlawn/Forest Hills/Port Wallace,Row,,,,,,2018
N.S.,Halifax,Dartmouth East,Woodlawn/Forest Hills/Port Wallace,Apt & Other,,675.0,769.0,792.0,745.0,2018
N.S.,Halifax,Dartmouth East,Cole Harbour,Row,,,,,,2018
N.S.,Halifax,Dartmouth East,Cole Harbour,Apt & Other,,,835.0,,820.0,2018
N.S.,Halifax,Bedford,Bedford,Row,,,,,,2018
N.S.,Halifax,Bedford,Bedford,Apt & Other,,843.0,1278.0,1498.0,1249.0,2018
N.S.,Halifax,Sackville,Sackville,Row,,,1444.0,1453.0,1449.0,2018
N.S.,Halifax,Sackville,Sackville,Apt & Other,,985.0,1082.0,1286.0,1093.0,2018
N.S.,Halifax,Remainder of CMA,Timberlea/Beechville,Row,,,,,,2018
N.S.,Halifax,Remainder of CMA,Timberlea/Beechville,Apt & Other,,816.0,1130.0,,1036.0,2018
N.S.,Halifax,Remainder of CMA,Hammonds Plains,Row,,,,,,2018
N.S.,Halifax,Remainder of CMA,Hammonds Plains,Apt & Other,,,1555.0,1707.0,1549.0,2018
N.S.,Halifax,Remainder of CMA,Herring Cove/Terence Bay/Prospect etc.,Row,,,,,,2018
N.S.,Halifax,Remainder of CMA,Herring Cove/Terence Bay/Prospect etc.,Apt & Other,,,,,,2018
N.S.,Halifax,Remainder of CMA,Waverley/Fall River/Beaverbank,Row,,,,1375.0,1375.0,2018
N.S.,Halifax,Remainder of CMA,Waverley/Fall River/Beaverbank,Apt & Other,,,678.0,,671.0,2018
N.S.,Halifax,Remainder of CMA,Halifax County East,Row,,,,,1397.0,2018
N.S.,Halifax,Remainder of CMA,Halifax County East,Apt & Other,,,,,,2018
N.B.,Moncton,Central Moncton,Downtown Moncton,Row,,,,,,2018
N.B.,Moncton,Central Moncton,Downtown Moncton,Apt & Other,588.0,719.0,833.0,802.0,769.0,2018
N.B.,Moncton,Central Moncton,Garden Hill,Row,,,,,,2018
N.B.,Moncton,Central Moncton,Garden Hill,Apt & Other,565.0,650.0,776.0,825.0,740.0,2018
N.B.,Moncton,West Moncton,West Moncton,Row,,,,,,2018
N.B.,Moncton,West Moncton,West Moncton,Apt & Other,626.0,699.0,802.0,818.0,755.0,2018
N.B.,Moncton,East Moncton,Sunny Brae,Row,,,,,,2018
N.B.,Moncton,East Moncton,Sunny Brae,Apt & Other,,642.0,807.0,,829.0,2018
N.B.,Moncton,East Moncton,Lewisville/Harrisville,Row,,,,,,2018
N.B.,Moncton,East Moncton,Lewisville/Harrisville,Apt & Other,,680.0,866.0,1001.0,855.0,2018
N.B.,Moncton,East Moncton,Humphrey,Row,,,,,,2018
N.B.,Moncton,East Moncton,Humphrey,Apt & Other,684.0,664.0,786.0,,766.0,2018
N.B.,Moncton,East Moncton,Magnetic Hill/Irishtown,Row,,,,,,2018
N.B.,Moncton,East Moncton,Magnetic Hill/Irishtown,Apt & Other,,,,,,2018
N.B.,Moncton,North Moncton,Parkton,Row,,,,,,2018
N.B.,Moncton,North Moncton,Parkton,Apt & Other,602.0,657.0,785.0,911.0,736.0,2018
N.B.,Moncton,North Moncton,North End/Ryan Road/Hildegarde,Row,,,,,,2018
N.B.,Moncton,North Moncton,North End/Ryan Road/Hildegarde,Apt & Other,,844.0,957.0,,945.0,2018
N.B.,Moncton,Riverview,Riverview,Row,,,,,,2018
N.B.,Moncton,Riverview,Riverview,Apt & Other,,754.0,836.0,1135.0,834.0,2018
N.B.,Moncton,Dieppe City,Downtown Dieppe,Row,,,,,,2018
N.B.,Moncton,Dieppe City,Downtown Dieppe,Apt & Other,,703.0,827.0,1000.0,811.0,2018
N.B.,Moncton,Dieppe City,St. Anselme,Row,,,,,,2018
N.B.,Moncton,Dieppe City,St. Anselme,Apt & Other,,,797.0,,779.0,2018
N.B.,Moncton,Dieppe City,Fox Creek/Lakeburn,Row,,,,,,2018
N.B.,Moncton,Dieppe City,Fox Creek/Lakeburn,Apt & Other,,906.0,1095.0,,1072.0,2018
N.B.,Moncton,Remainder of CMA,Southern Remainder of Moncton CMA,Row,,,,,,2018
N.B.,Moncton,Remainder of CMA,Southern Remainder of Moncton CMA,Apt & Other,,536.0,704.0,,657.0,2018
N.B.,Moncton,Remainder of CMA,Northern Remainder of Moncton CMA,Row,,,,,,2018
N.B.,Moncton,Remainder of CMA,Northern Remainder of Moncton CMA,Apt & Other,,,,,,2018
N.B.,Saint John,South,South End,Row,,,,,,2018
N.B.,Saint John,South,South End,Apt & Other,433.0,630.0,693.0,867.0,644.0,2018
N.B.,Saint John,South,Uptown,Row,,,,,,2018
N.B.,Saint John,South,Uptown,Apt & Other,583.0,663.0,836.0,1024.0,750.0,2018
N.B.,Saint John,West,West,Row,,,,,,2018
N.B.,Saint John,West,West,Apt & Other,,579.0,696.0,800.0,690.0,2018
N.B.,Saint John,North,Indian Town,Row,,,,,,2018
N.B.,Saint John,North,Indian Town,Apt & Other,479.0,592.0,684.0,723.0,655.0,2018
N.B.,Saint John,North,North End,Row,,,,,,2018
N.B.,Saint John,North,North End,Apt & Other,598.0,763.0,809.0,748.0,785.0,2018
N.B.,Saint John,North,Millidgeville,Row,,,,,,2018
N.B.,Saint John,North,Millidgeville,Apt & Other,571.0,666.0,787.0,,771.0,2018
N.B.,Saint John,East,East,Row,,,,,,2018
N.B.,Saint John,East,East,Apt & Other,556.0,622.0,757.0,764.0,728.0,2018
N.B.,Saint John,Outlying Areas,Rothesay,Row,,,,,,2018
N.B.,Saint John,Outlying Areas,Rothesay,Apt & Other,,611.0,665.0,,667.0,2018
N.B.,Saint John,Outlying Areas,Quipspamsis,Row,,,,,,2018
N.B.,Saint John,Outlying Areas,Quipspamsis,Apt & Other,,,,,,2018
N.B.,Saint John,Outlying Areas,Saint Martins/Hampton,Row,,,,,,2018
N.B.,Saint John,Outlying Areas,Saint Martins/Hampton,Apt & Other,,,,,562.0,2018
N.B.,Saint John,Outlying Areas,Eastern Saint John CMA,Row,,,,,,2018
N.B.,Saint John,Outlying Areas,Eastern Saint John CMA,Apt & Other,,,,,,2018
Que,Saguenay,North Sector,Chicoutimi-Nord,Row,,,,,,2018
Que,Saguenay,North Sector,Chicoutimi-Nord,Apt & Other,514.0,456.0,553.0,622.0,543.0,2018
Que,Saguenay,North Sector,Northern Outskirts,Row,,,,,,2018
Que,Saguenay,North Sector,Northern Outskirts,Apt & Other,,440.0,487.0,602.0,517.0,2018
Que,Saguenay,Chicoutimi-Sud,Chicoutimi Downtown,Row,,,,,,2018
Que,Saguenay,Chicoutimi-Sud,Chicoutimi Downtown,Apt & Other,441.0,479.0,576.0,607.0,530.0,2018
Que,Saguenay,Chicoutimi-Sud,Chicoutimi-Sud,Row,,,,,,2018
Que,Saguenay,Chicoutimi-Sud,Chicoutimi-Sud,Apt & Other,435.0,503.0,675.0,704.0,643.0,2018
Que,Saguenay,Jonquière,Jonquière Downtown,Row,,,,,,2018
Que,Saguenay,Jonquière,Jonquière Downtown,Apt & Other,429.0,461.0,571.0,688.0,558.0,2018
Que,Saguenay,Jonquière,Jonquière,Row,,,,,,2018
Que,Saguenay,Jonquière,Jonquière,Apt & Other,389.0,469.0,635.0,766.0,619.0,2018
Que,Saguenay,Jonquière,Southern Outskirts,Row,,,,,,2018
Que,Saguenay,Jonquière,Southern Outskirts,Apt & Other,,,504.0,,557.0,2018
Que,Saguenay,La Baie,La Baie,Row,,,,,,2018
Que,Saguenay,La Baie,La Baie,Apt & Other,,445.0,514.0,540.0,506.0,2018
Que,Montréal,Downtown Montréal/Îles-des-Soeurs,Ville-Marie,Row,,,,,,2018
Que,Montréal,Downtown Montréal/Îles-des-Soeurs,Ville-Marie,Apt & Other,867.0,1119.0,1587.0,1681.0,1164.0,2018
Que,Montréal,Downtown Montréal/Îles-des-Soeurs,Île-des-Soeurs,Row,,,,,,2018
Que,Montréal,Downtown Montréal/Îles-des-Soeurs,Île-des-Soeurs,Apt & Other,733.0,933.0,1157.0,1175.0,1001.0,2018
Que,Montréal,Sud-Ouest/Verdun,Verdun,Row,,,,,,2018
Que,Montréal,Sud-Ouest/Verdun,Verdun,Apt & Other,530.0,697.0,718.0,866.0,715.0,2018
Que,Montréal,Sud-Ouest/Verdun,South West,Row,,,,,,2018
Que,Montréal,Sud-Ouest/Verdun,South West,Apt & Other,,837.0,801.0,931.0,823.0,2018
Que,Montréal,LaSalle,LaSalle,Row,,,,890.0,890.0,2018
Que,Montréal,LaSalle,LaSalle,Apt & Other,519.0,671.0,754.0,1049.0,789.0,2018
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Westmount,Row,,,,,,2018
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Westmount,Apt & Other,818.0,1200.0,,2514.0,,2018
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Notre-Dame-de-Grâce,Row,,,,,,2018
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Notre-Dame-de-Grâce,Apt & Other,609.0,748.0,918.0,1052.0,808.0,2018
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Hampstead/Côte-Saint-Luc,Row,,,,,,2018
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Hampstead/Côte-Saint-Luc,Apt & Other,,,,,,2018
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Côte-Saint-Luc/Montreal West,Row,,,,,,2018
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Côte-Saint-Luc/Montreal West,Apt & Other,567.0,850.0,1224.0,1459.0,1039.0,2018
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Côte-des-Neiges,Row,,,,,,2018
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Côte-des-Neiges,Apt & Other,602.0,768.0,963.0,1319.0,865.0,2018
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Outremont,Row,,,,,,2018
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Outremont,Apt & Other,,942.0,1289.0,,1168.0,2018
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Mont-Royal,Row,,,,,,2018
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Mont-Royal,Apt & Other,,848.0,1076.0,1324.0,996.0,2018
Que,Montréal,Plateau-Mont-Royal,Plateau-Mont-Royal,Row,,,,,,2018
Que,Montréal,Plateau-Mont-Royal,Plateau-Mont-Royal,Apt & Other,753.0,887.0,1059.0,1481.0,965.0,2018
Que,Montréal,Villeray/St-Michel/Pc-Extension,Parc-Extension,Row,,,,,,2018
Que,Montréal,Villeray/St-Michel/Pc-Extension,Parc-Extension,Apt & Other,469.0,584.0,626.0,,604.0,2018
Que,Montréal,Villeray/St-Michel/Pc-Extension,Villeray,Row,,,,,,2018
Que,Montréal,Villeray/St-Michel/Pc-Extension,Villeray,Apt & Other,555.0,622.0,823.0,,761.0,2018
Que,Montréal,Villeray/St-Michel/Pc-Extension,Saint-Michel,Row,,,,,,2018
Que,Montréal,Villeray/St-Michel/Pc-Extension,Saint-Michel,Apt & Other,532.0,555.0,655.0,800.0,638.0,2018
Que,Montréal,Hochelaga-Maisonneuve,East Ville-Marie,Row,,,,,,2018
Que,Montréal,Hochelaga-Maisonneuve,East Ville-Marie,Apt & Other,681.0,755.0,797.0,995.0,828.0,2018
Que,Montréal,Hochelaga-Maisonneuve,Hochelaga-Maisonneuve,Row,,,,,,2018
Que,Montréal,Hochelaga-Maisonneuve,Hochelaga-Maisonneuve,Apt & Other,520.0,621.0,718.0,981.0,692.0,2018
Que,Montréal,Rosemont/La Petite-Patrie,Rosemont/La Petite-Patrie,Row,,,,,,2018
Que,Montréal,Rosemont/La Petite-Patrie,Rosemont/La Petite-Patrie,Apt & Other,549.0,657.0,752.0,1186.0,745.0,2018
Que,Montréal,Anjou/Saint-Léonard,Saint-Léonard,Row,,,,,,2018
Que,Montréal,Anjou/Saint-Léonard,Saint-Léonard,Apt & Other,481.0,545.0,699.0,910.0,714.0,2018
Que,Montréal,Anjou/Saint-Léonard,Anjou,Row,,,,,,2018
Que,Montréal,Anjou/Saint-Léonard,Anjou,Apt & Other,537.0,621.0,716.0,741.0,683.0,2018
Que,Montréal,Montréal-Nord,Montréal-Nord,Row,,475.0,620.0,,572.0,2018
Que,Montréal,Montréal-Nord,Montréal-Nord,Apt & Other,516.0,576.0,657.0,896.0,661.0,2018
Que,Montréal,Ahuntsic/Cartierville,Ahuntsic,Row,,,,,,2018
Que,Montréal,Ahuntsic/Cartierville,Ahuntsic,Apt & Other,491.0,643.0,796.0,1028.0,741.0,2018
Que,Montréal,Ahuntsic/Cartierville,Cartierville,Row,,,,,,2018
Que,Montréal,Ahuntsic/Cartierville,Cartierville,Apt & Other,471.0,621.0,726.0,1173.0,689.0,2018
Que,Montréal,Saint-Laurent,Saint-Laurent,Row,,,,,,2018
Que,Montréal,Saint-Laurent,Saint-Laurent,Apt & Other,610.0,746.0,866.0,946.0,822.0,2018
Que,Montréal,Dorval/Lachine/Saint-Pierre,Lachine,Row,,,,,,2018
Que,Montréal,Dorval/Lachine/Saint-Pierre,Lachine,Apt & Other,534.0,608.0,703.0,862.0,694.0,2018
Que,Montréal,Dorval/Lachine/Saint-Pierre,Dorval/Île-Dorval,Row,,,,,,2018
Que,Montréal,Dorval/Lachine/Saint-Pierre,Dorval/Île-Dorval,Apt & Other,574.0,747.0,903.0,1149.0,839.0,2018
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Pointe-Claire,Row,,,1138.0,1508.0,1342.0,2018
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Pointe-Claire,Apt & Other,735.0,1056.0,1193.0,1229.0,1126.0,2018
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Beaconsfield-Kirkland,Row,,,,,,2018
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Beaconsfield-Kirkland,Apt & Other,,,,,,2018
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Ste-Anne-de-Bellevue/Baie-d'Urfé,Row,,,,,,2018
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Ste-Anne-de-Bellevue/Baie-d'Urfé,Apt & Other,536.0,680.0,781.0,965.0,739.0,2018
Que,Montréal,Sainte-Geneviève/Senneville etc.,Dollard-des-Ormeaux,Row,,,1040.0,1240.0,1141.0,2018
Que,Montréal,Sainte-Geneviève/Senneville etc.,Dollard-des-Ormeaux,Apt & Other,571.0,760.0,887.0,1067.0,853.0,2018
Que,Montréal,Sainte-Geneviève/Senneville etc.,Senneville/Roxboro-Pierrefonds,Row,,,,,,2018
Que,Montréal,Sainte-Geneviève/Senneville etc.,Senneville/Roxboro-Pierrefonds,Apt & Other,607.0,748.0,862.0,952.0,828.0,2018
Que,Montréal,Sainte-Geneviève/Senneville etc.,L'Île-Bizard/Sainte-Geneviève,Row,,,,,,2018
Que,Montréal,Sainte-Geneviève/Senneville etc.,L'Île-Bizard/Sainte-Geneviève,Apt & Other,510.0,620.0,730.0,,705.0,2018
Que,Montréal,Mercier,Mercier,Row,,,,,,2018
Que,Montréal,Mercier,Mercier,Apt & Other,600.0,608.0,712.0,1033.0,735.0,2018
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Montréal-Est,Row,,,,,,2018
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Montréal-Est,Apt & Other,,,,,732.0,2018
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Pointe-aux-Trembles,Row,,,,,,2018
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Pointe-aux-Trembles,Apt & Other,562.0,601.0,707.0,868.0,708.0,2018
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Rivière-des-Prairies,Row,,,,,,2018
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Rivière-des-Prairies,Apt & Other,,574.0,752.0,813.0,739.0,2018
Que,Montréal,Chomedey/Sainte-Dorothée,Sainte-Dorothée,Row,,,,,,2018
Que,Montréal,Chomedey/Sainte-Dorothée,Sainte-Dorothée,Apt & Other,,692.0,801.0,1050.0,867.0,2018
Que,Montréal,Chomedey/Sainte-Dorothée,Chomedey,Row,,,,,,2018
Que,Montréal,Chomedey/Sainte-Dorothée,Chomedey,Apt & Other,628.0,785.0,883.0,1220.0,888.0,2018
Que,Montréal,Laval-des-Rapides,Laval-des-Rapides,Row,,,,,,2018
Que,Montréal,Laval-des-Rapides,Laval-des-Rapides,Apt & Other,592.0,620.0,729.0,851.0,709.0,2018
Que,Montréal,Pont-Viau,Pont-Viau,Row,,,,,,2018
Que,Montréal,Pont-Viau,Pont-Viau,Apt & Other,773.0,798.0,731.0,776.0,762.0,2018
Que,Montréal,St-François/St-Vincent/Duvernay,Duvernay,Row,,,,,,2018
Que,Montréal,St-François/St-Vincent/Duvernay,Duvernay,Apt & Other,,,762.0,,740.0,2018
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-Vincent-de-Paul,Row,,,,,,2018
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-Vincent-de-Paul,Apt & Other,541.0,685.0,707.0,753.0,701.0,2018
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-François,Row,,,,,,2018
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-François,Apt & Other,,608.0,682.0,819.0,723.0,2018
Que,Montréal,Vimont/Auteuil,Vimont,Row,,,,,,2018
Que,Montréal,Vimont/Auteuil,Vimont,Apt & Other,,613.0,748.0,1028.0,748.0,2018
Que,Montréal,Vimont/Auteuil,Auteuil,Row,,,,,,2018
Que,Montréal,Vimont/Auteuil,Auteuil,Apt & Other,,819.0,786.0,,803.0,2018
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Sainte-Rose,Row,,,,,,2018
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Sainte-Rose,Apt & Other,538.0,613.0,755.0,912.0,756.0,2018
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Fabreville,Row,,,,,,2018
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Fabreville,Apt & Other,,683.0,773.0,831.0,777.0,2018
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Laval-Ouest,Row,,,,,,2018
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Laval-Ouest,Apt & Other,,,,,,2018
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Deux-Montagnes,Row,,,,,,2018
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Deux-Montagnes,Apt & Other,,686.0,765.0,865.0,784.0,2018
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Sainte-Marthe-sur-le-Lac,Row,,,,,,2018
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Sainte-Marthe-sur-le-Lac,Apt & Other,,,,,,2018
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Saint-Eustache,Row,,,,,,2018
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Saint-Eustache,Apt & Other,538.0,679.0,719.0,781.0,719.0,2018
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,St-Joseph-du-Lac/Pte-Calumet/Oka,Row,,,,,,2018
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,St-Joseph-du-Lac/Pte-Calumet/Oka,Apt & Other,,,,,,2018
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Mirabel/Saint-Placide,Row,,,,,,2018
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Mirabel/Saint-Placide,Apt & Other,,,737.0,933.0,813.0,2018
Que,Montréal,Blainville/Ste-Thérèse etc.,Boisbriand,Row,,,,,,2018
Que,Montréal,Blainville/Ste-Thérèse etc.,Boisbriand,Apt & Other,,,726.0,811.0,766.0,2018
Que,Montréal,Blainville/Ste-Thérèse etc.,Sainte-Thérèse,Row,,,,,,2018
Que,Montréal,Blainville/Ste-Thérèse etc.,Sainte-Thérèse,Apt & Other,563.0,663.0,746.0,891.0,768.0,2018
Que,Montréal,Blainville/Ste-Thérèse etc.,Lorraine/Rosemère/Blainville,Row,,,,,,2018
Que,Montréal,Blainville/Ste-Thérèse etc.,Lorraine/Rosemère/Blainville,Apt & Other,,,858.0,863.0,861.0,2018
Que,Montréal,Blainville/Ste-Thérèse etc.,Bois-des-Filion,Row,,,,,,2018
Que,Montréal,Blainville/Ste-Thérèse etc.,Bois-des-Filion,Apt & Other,,,,,,2018
Que,Montréal,Blainville/Ste-Thérèse etc.,Sainte-Anne-des-Plaines,Row,,,,,,2018
Que,Montréal,Blainville/Ste-Thérèse etc.,Sainte-Anne-des-Plaines,Apt & Other,,730.0,765.0,,765.0,2018
Que,Montréal,Mascouche/Terrebonne etc.,Terrebonne,Row,,,,,,2018
Que,Montréal,Mascouche/Terrebonne etc.,Terrebonne,Apt & Other,528.0,697.0,729.0,838.0,726.0,2018
Que,Montréal,Mascouche/Terrebonne etc.,Lachenaie,Row,,,,,,2018
Que,Montréal,Mascouche/Terrebonne etc.,Lachenaie,Apt & Other,,727.0,840.0,,823.0,2018
Que,Montréal,Mascouche/Terrebonne etc.,Mascouche,Row,,,,,,2018
Que,Montréal,Mascouche/Terrebonne etc.,Mascouche,Apt & Other,,678.0,836.0,1045.0,839.0,2018
Que,Montréal,Mascouche/Terrebonne etc.,La Plaine,Row,,,,,,2018
Que,Montréal,Mascouche/Terrebonne etc.,La Plaine,Apt & Other,,,,,,2018
Que,Montréal,L'Assomption/Lavaltrie etc.,Charlemagne,Row,,,,,,2018
Que,Montréal,L'Assomption/Lavaltrie etc.,Charlemagne,Apt & Other,492.0,639.0,801.0,952.0,790.0,2018
Que,Montréal,L'Assomption/Lavaltrie etc.,Repentigny,Row,,,,,,2018
Que,Montréal,L'Assomption/Lavaltrie etc.,Repentigny,Apt & Other,552.0,620.0,716.0,796.0,705.0,2018
Que,Montréal,L'Assomption/Lavaltrie etc.,Le Gardeur,Row,,,,,,2018
Que,Montréal,L'Assomption/Lavaltrie etc.,Le Gardeur,Apt & Other,,,750.0,,761.0,2018
Que,Montréal,L'Assomption/Lavaltrie etc.,L'Assomption/St-Sulpice,Row,,,,,,2018
Que,Montréal,L'Assomption/Lavaltrie etc.,L'Assomption/St-Sulpice,Apt & Other,,,846.0,,862.0,2018
Que,Montréal,L'Assomption/Lavaltrie etc.,L'Épiphanie/St-Gerard-Majella,Row,,,,,,2018
Que,Montréal,L'Assomption/Lavaltrie etc.,L'Épiphanie/St-Gerard-Majella,Apt & Other,,,737.0,928.0,758.0,2018
Que,Montréal,L'Assomption/Lavaltrie etc.,Lavaltrie,Row,,,,,,2018
Que,Montréal,L'Assomption/Lavaltrie etc.,Lavaltrie,Apt & Other,,,780.0,,822.0,2018
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Saint-Antoine,Row,,,,,,2018
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Saint-Antoine,Apt & Other,,557.0,652.0,712.0,634.0,2018
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Saint-Jérôme,Row,,,,,,2018
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Saint-Jérôme,Apt & Other,517.0,618.0,687.0,832.0,686.0,2018
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Lafontaine,Row,,,,,,2018
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Lafontaine,Apt & Other,,577.0,664.0,897.0,720.0,2018
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Bellefeuille/St-Colomban/Gore,Row,,,,,,2018
